unit_number,time_cycle,setting_1,setting_2,setting_3,sensor_3,sensor_4,sensor_7,sensor_11,sensor_12,Degradation Classification
1,146,0.0002,-0.0003,100.0,1586.75,1408.82,552.6,47.63,521.13,1
1,147,0.0047,0.0001,100.0,1594.85,1409.96,553.09,47.8,520.92,1
1,148,0.001,-0.0004,100.0,1590.03,1411.89,552.84,47.49,521.08,1
1,149,0.0025,0.0004,100.0,1592.78,1410.7,552.54,47.83,521.13,1
1,150,0.001,-0.0003,100.0,1589.01,1409.22,553.57,47.6,520.5,1
1,151,-0.0019,-0.0001,100.0,1592.39,1411.94,552.41,47.58,520.94,1
1,152,0.0009,-0.0001,100.0,1598.6,1420.83,552.62,47.72,520.39,1
1,153,0.0011,-0.0004,100.0,1589.17,1414.56,552.68,47.74,520.69,1
1,154,-0.0012,0.0,100.0,1597.03,1416.07,552.57,47.73,520.72,1
1,155,-0.0033,0.0002,100.0,1590.4,1414.89,552.89,47.61,521.23,1
1,156,-0.002,0.0003,100.0,1585.61,1421.23,553.24,47.58,520.75,1
1,157,-0.0018,0.0002,100.0,1598.04,1412.47,552.32,47.72,520.94,1
1,158,-0.0023,0.0001,100.0,1596.82,1410.09,553.19,47.68,520.88,1
1,159,-0.0006,0.0001,100.0,1589.54,1420.37,552.18,47.76,520.65,1
1,160,-0.0006,-0.0004,100.0,1590.65,1418.08,551.87,47.84,520.47,1
1,161,0.0008,0.0001,100.0,1594.2,1417.31,552.8,47.77,520.47,1
1,162,-0.0005,0.0004,100.0,1592.22,1423.48,552.68,47.79,520.44,1
1,163,0.0003,-0.0004,100.0,1600.54,1421.09,552.41,47.89,520.3,1
1,164,0.0005,-0.0002,100.0,1598.96,1416.76,551.9,47.7,520.63,1
1,165,0.001,0.0004,100.0,1597.03,1408.09,552.79,47.89,520.69,1
1,166,-0.0022,-0.0003,100.0,1596.72,1422.37,552.13,47.86,520.02,1
1,167,0.0012,0.0003,100.0,1593.83,1414.72,552.57,47.85,520.49,1
1,168,-0.0043,0.0002,100.0,1591.19,1415.7,552.09,47.84,520.78,1
1,169,-0.0017,0.0004,100.0,1590.16,1418.05,552.71,47.88,520.44,1
1,170,-0.0017,-0.0002,100.0,1592.71,1417.41,552.02,47.86,520.23,1
1,171,0.0004,-0.0003,100.0,1592.06,1414.99,552.71,48.03,519.85,1
1,172,-0.0014,-0.0003,100.0,1591.71,1413.73,551.69,48.07,520.54,1
1,173,-0.0032,0.0002,100.0,1590.69,1425.27,552.13,47.9,520.11,1
1,174,-0.0001,-0.0002,100.0,1599.81,1422.58,552.32,48.0,520.22,1
1,175,0.0001,0.0002,100.0,1603.29,1422.52,551.64,47.86,520.38,1
1,176,-0.002,-0.0003,100.0,1592.27,1422.73,551.91,47.84,519.8,1
1,177,-0.0038,-0.0003,100.0,1602.02,1423.99,551.93,48.03,520.24,1
1,178,-0.0001,0.0002,100.0,1605.33,1424.65,552.18,48.0,520.2,1
1,179,0.0023,-0.0003,100.0,1592.56,1429.45,551.57,48.02,520.38,1
1,180,-0.0024,0.0,100.0,1599.87,1417.14,552.91,47.85,519.84,1
1,181,-0.0006,0.0005,100.0,1596.71,1420.64,551.83,48.1,520.43,1
1,182,-0.001,0.0003,100.0,1602.08,1426.62,551.9,47.98,520.46,1
1,183,0.0001,0.0001,100.0,1597.23,1419.03,551.38,48.03,520.05,1
1,184,0.0004,0.0003,100.0,1605.44,1432.52,551.0,48.07,519.77,1
1,185,0.0008,0.0001,100.0,1603.46,1424.4,551.64,48.15,519.82,1
1,186,0.0027,-0.0003,100.0,1595.16,1426.3,552.57,48.12,520.08,1
1,187,-0.0047,-0.0,100.0,1592.1,1427.27,551.08,48.23,519.53,1
1,188,-0.0067,0.0003,100.0,1602.38,1422.78,551.94,48.0,519.79,1
1,189,-0.0006,0.0002,100.0,1596.17,1428.01,550.7,48.08,519.58,1
1,190,-0.0027,0.0001,100.0,1599.22,1425.95,551.29,48.33,520.04,1
1,191,-0.0,-0.0004,100.0,1602.36,1425.77,550.92,48.15,519.57,1
1,192,0.0009,-0.0,100.0,1601.41,1427.2,551.25,48.25,520.08,1
2,1,-0.0018,0.0006,100.0,1583.84,1391.28,554.53,46.93,522.33,0
2,2,0.0043,-0.0003,100.0,1587.05,1393.13,554.77,47.24,522.7,0
2,3,0.0018,0.0003,100.0,1588.32,1398.96,555.14,47.22,522.58,0
2,4,0.0035,-0.0004,100.0,1584.15,1396.08,554.25,47.1,522.49,0
2,5,0.0005,0.0004,100.0,1579.03,1402.52,555.12,47.25,522.27,0
2,6,-0.001,0.0004,100.0,1577.5,1396.76,554.98,47.05,522.8,0
2,7,0.0001,-0.0002,100.0,1587.49,1400.65,554.84,47.1,522.14,0
2,8,0.0015,-0.0004,100.0,1590.41,1395.39,554.65,47.2,522.77,0
2,9,0.0017,-0.0004,100.0,1581.99,1395.01,554.69,47.14,522.4,0
2,10,-0.0045,0.0002,100.0,1586.37,1394.86,554.63,47.21,521.99,0
2,11,0.0006,0.0004,100.0,1589.21,1401.29,554.7,47.21,522.2,0
2,12,0.0002,0.0006,100.0,1579.99,1401.9,554.57,47.13,521.94,0
2,13,0.0007,0.0005,100.0,1586.77,1401.53,554.69,47.03,522.33,0
2,14,-0.0024,-0.0004,100.0,1584.04,1395.46,554.47,47.12,523.07,0
2,15,-0.0012,-0.0003,100.0,1579.84,1402.11,554.17,47.17,521.96,0
2,16,-0.001,0.0003,100.0,1581.99,1393.46,554.53,47.24,522.49,0
2,17,0.0003,-0.0001,100.0,1583.58,1390.27,553.62,47.13,522.71,0
2,18,0.0014,0.0001,100.0,1588.43,1400.25,554.83,47.22,522.92,0
2,19,0.0025,0.0001,100.0,1576.84,1401.77,555.25,47.14,522.38,0
2,20,0.0042,-0.0004,100.0,1582.94,1394.38,554.64,47.14,522.54,0
2,21,-0.0023,0.0001,100.0,1579.51,1392.28,554.72,47.04,522.58,0
2,22,0.0024,0.0006,100.0,1580.18,1397.67,554.35,47.17,521.73,0
2,23,-0.0013,0.0003,100.0,1580.89,1387.5,554.69,47.21,522.26,0
2,24,-0.0019,-0.0,100.0,1580.97,1398.67,553.5,47.15,522.25,0
2,25,0.0063,0.0001,100.0,1585.38,1396.62,554.14,47.19,522.31,0
2,26,-0.0011,0.0003,100.0,1575.38,1392.3,554.03,47.12,522.8,0
2,27,0.0006,0.0005,100.0,1585.44,1402.31,555.16,47.03,522.11,0
2,28,0.0037,0.0005,100.0,1581.6,1397.45,554.77,46.99,522.68,0
2,29,-0.0032,-0.0003,100.0,1583.78,1398.08,554.75,47.11,522.26,0
2,30,0.0012,0.0,100.0,1590.32,1395.07,554.62,47.2,522.43,0
2,31,-0.0009,0.0005,100.0,1579.86,1390.94,554.8,47.05,522.17,0
2,32,0.0013,-0.0001,100.0,1584.52,1391.11,554.56,47.12,522.54,0
2,33,-0.0032,0.0004,100.0,1585.17,1396.15,553.62,47.09,522.26,0
2,34,0.0042,0.0003,100.0,1584.08,1394.24,555.09,47.22,522.64,0
2,35,0.002,0.0002,100.0,1575.73,1392.55,554.73,47.25,522.0,0
2,36,0.0013,0.0004,100.0,1581.56,1397.13,554.59,47.21,522.32,0
2,37,0.005,0.0005,100.0,1585.63,1396.29,555.01,47.16,522.69,0
2,38,0.0013,0.0005,100.0,1585.15,1397.75,554.21,47.22,522.13,0
2,39,-0.0018,0.0005,100.0,1585.69,1391.49,554.05,47.2,522.79,0
2,40,0.0005,0.0005,100.0,1582.69,1398.38,554.07,47.22,522.3,1
2,41,0.0015,0.0006,100.0,1578.97,1398.74,554.34,47.26,522.22,1
2,42,0.0016,0.0005,100.0,1579.21,1392.13,553.98,47.14,522.87,1
2,43,0.0027,0.0,100.0,1580.59,1391.6,554.14,47.08,522.9,1
2,44,0.0003,0.0003,100.0,1584.33,1398.69,554.16,47.22,522.77,1
2,45,-0.0014,-0.0002,100.0,1586.41,1397.6,554.2,47.17,522.27,1
2,46,0.0002,-0.0003,100.0,1575.45,1392.6,554.54,47.19,522.08,1
2,47,0.0021,0.0003,100.0,1583.85,1396.46,554.96,47.03,522.73,1
2,48,0.0006,-0.0001,100.0,1586.71,1397.95,554.67,47.18,522.41,1
2,49,-0.0006,0.0005,100.0,1583.86,1396.5,554.04,47.18,522.83,1
2,50,-0.0002,-0.0004,100.0,1577.86,1399.78,554.73,47.16,522.16,1
2,51,0.0008,0.0003,100.0,1585.34,1393.06,555.02,47.03,522.34,1
2,52,-0.001,-0.0001,100.0,1588.48,1401.66,554.76,47.09,522.58,1
2,53,-0.0023,-0.0001,100.0,1584.9,1397.09,554.33,46.98,522.73,1
2,54,0.0004,-0.0003,100.0,1583.46,1405.33,554.42,47.1,522.48,1
2,55,-0.0035,-0.0004,100.0,1585.59,1387.16,554.54,47.18,522.7,1
2,56,-0.0035,0.0002,100.0,1587.04,1388.97,554.72,47.03,522.1,1
2,57,-0.0003,-0.0001,100.0,1584.13,1389.62,553.87,47.17,521.98,1
2,58,-0.0,-0.0002,100.0,1582.93,1389.91,554.46,47.3,522.24,1
2,59,0.0032,-0.0,100.0,1584.24,1397.95,554.6,47.17,522.78,1
2,60,0.0014,-0.0002,100.0,1584.57,1396.84,554.06,47.12,521.93,1
2,61,-0.0044,0.0001,100.0,1585.45,1399.71,555.08,47.09,522.69,1
2,62,-0.0017,-0.0001,100.0,1577.87,1401.66,554.52,47.27,521.78,1
2,63,-0.0014,0.0005,100.0,1575.83,1395.05,554.63,47.17,522.15,1
2,64,-0.0,0.0001,100.0,1581.65,1401.46,554.93,47.11,522.18,1
2,65,0.0008,0.0,100.0,1582.59,1395.4,554.28,47.34,522.52,1
2,66,0.0005,-0.0002,100.0,1584.6,1394.01,554.11,47.17,522.65,1
2,67,-0.0036,-0.0001,100.0,1587.63,1395.44,554.99,46.96,522.58,1
2,68,0.0008,0.0001,100.0,1577.16,1399.27,554.07,47.16,522.2,1
2,69,-0.0004,0.0,100.0,1586.47,1399.73,554.35,47.33,522.21,1
2,70,0.0005,-0.0002,100.0,1593.24,1397.3,554.47,47.26,522.17,1
2,71,-0.0004,0.0002,100.0,1586.68,1403.09,555.01,47.24,522.02,1
2,72,-0.0007,-0.0001,100.0,1583.11,1393.85,554.54,47.19,522.4,1
2,73,-0.0004,-0.0001,100.0,1586.57,1400.98,554.41,47.15,522.95,1
2,74,-0.0013,0.0001,100.0,1584.04,1396.13,555.36,47.25,521.97,1
2,75,0.0025,0.0004,100.0,1578.27,1390.64,555.45,47.09,522.54,1
2,76,-0.0037,0.0001,100.0,1586.91,1399.66,554.05,46.99,522.08,1
2,77,0.0003,0.0,100.0,1588.54,1395.38,554.06,46.95,522.36,1
2,78,0.0004,-0.0001,100.0,1587.2,1394.24,554.83,47.12,522.57,1
2,79,0.0021,0.0004,100.0,1585.59,1398.51,554.19,47.23,522.26,1
2,80,0.0027,-0.0,100.0,1588.33,1394.0,554.94,47.2,523.26,1
2,81,0.0006,-0.0001,100.0,1578.31,1390.12,555.25,47.25,522.62,1
2,82,0.0035,-0.0001,100.0,1587.24,1402.78,554.17,47.19,522.3,1
2,83,0.0,-0.0004,100.0,1585.18,1398.81,554.18,47.13,523.13,1
2,84,-0.0037,-0.0004,100.0,1586.46,1402.26,554.86,47.29,522.75,1
2,85,0.0002,0.0004,100.0,1588.31,1398.33,554.5,47.19,522.63,1
2,86,0.0004,-0.0,100.0,1579.31,1399.12,554.51,47.27,522.26,1
2,87,0.0019,-0.0002,100.0,1582.64,1399.51,554.77,47.26,522.59,1
2,88,0.0007,-0.0002,100.0,1587.88,1398.17,554.71,47.04,522.62,1
2,89,0.0017,0.0005,100.0,1584.62,1394.07,554.18,47.18,522.42,1
2,90,0.0019,-0.0003,100.0,1580.77,1405.34,554.1,47.21,522.04,1
2,91,-0.0007,-0.0002,100.0,1583.57,1399.47,553.79,47.15,522.48,1
2,92,-0.0006,0.0005,100.0,1584.87,1399.17,554.28,47.13,522.45,1
2,93,0.0019,-0.0004,100.0,1591.68,1392.48,553.92,47.24,522.52,1
2,94,0.0,0.0005,100.0,1585.62,1395.39,554.53,47.38,522.74,1
2,95,-0.0022,0.0002,100.0,1579.26,1402.79,553.99,47.06,522.37,1
2,96,-0.0026,0.0006,100.0,1576.94,1399.59,554.4,47.07,521.66,1
2,97,0.0008,0.0001,100.0,1586.12,1400.5,554.42,47.19,522.22,1
2,98,-0.0001,0.0003,100.0,1587.84,1401.08,554.57,47.21,522.92,1
2,99,-0.0034,-0.0004,100.0,1585.48,1400.97,554.43,47.13,522.5,1
2,100,0.0076,-0.0001,100.0,1586.01,1402.72,554.48,47.21,522.01,1
2,101,0.0031,-0.0,100.0,1582.66,1397.81,555.07,47.37,522.4,1
2,102,0.0016,0.0001,100.0,1590.24,1407.05,554.44,47.19,522.05,1
2,103,-0.0022,0.0002,100.0,1587.75,1392.16,554.44,47.23,522.36,1
2,104,-0.0034,0.0002,100.0,1582.04,1397.31,554.91,47.26,522.18,1
2,105,-0.005,0.0004,100.0,1585.65,1397.45,554.81,47.32,522.11,1
2,106,0.0002,-0.0004,100.0,1584.61,1402.62,553.96,47.32,522.11,1
2,107,0.0011,-0.0001,100.0,1581.7,1402.93,554.21,47.16,522.34,1
2,108,0.0014,0.0004,100.0,1578.45,1396.25,554.29,47.23,522.27,1
2,109,0.0014,0.0,100.0,1590.41,1392.9,553.72,47.28,522.0,1
2,110,-0.0013,-0.0002,100.0,1583.3,1398.47,554.5,47.31,522.27,1
2,111,0.0039,0.0,100.0,1576.85,1393.76,554.42,47.18,522.32,1
2,112,-0.0023,-0.0002,100.0,1588.35,1397.2,554.33,47.37,522.23,1
2,113,-0.003,0.0,100.0,1584.21,1404.74,554.07,47.23,522.1,1
2,114,-0.0005,-0.0002,100.0,1576.56,1397.05,555.1,47.19,522.13,1
2,115,-0.0041,-0.0001,100.0,1583.27,1401.33,554.37,47.14,522.1,1
2,116,-0.001,0.0004,100.0,1577.87,1398.39,554.45,47.01,522.48,1
2,117,-0.0031,-0.0,100.0,1583.84,1395.4,554.6,47.23,522.39,1
2,118,-0.0013,0.0004,100.0,1580.49,1400.99,553.96,47.11,522.23,1
2,119,0.0,-0.0002,100.0,1585.06,1401.87,554.32,47.24,522.21,1
2,120,-0.0001,0.0004,100.0,1589.61,1394.39,554.42,47.22,521.62,1
2,121,0.0027,0.0003,100.0,1580.19,1391.52,554.51,47.28,522.31,1
2,122,0.0011,0.0003,100.0,1585.52,1405.27,553.82,47.23,521.96,1
2,123,-0.001,-0.0004,100.0,1588.59,1403.23,554.31,47.21,522.14,1
2,124,-0.0002,0.0004,100.0,1583.12,1399.26,554.58,47.06,522.64,1
2,125,-0.0015,0.0001,100.0,1586.32,1397.94,554.81,47.31,522.23,1
2,126,0.0006,0.0005,100.0,1587.45,1403.41,554.03,47.28,521.95,1
2,127,-0.0002,-0.0004,100.0,1586.65,1400.81,554.08,47.21,522.2,1
2,128,-0.0008,0.0,100.0,1592.2,1397.34,554.16,47.2,522.36,1
2,129,0.0007,0.0004,100.0,1590.59,1400.25,554.6,47.23,522.19,1
2,130,0.0035,-0.0003,100.0,1584.83,1409.98,554.42,47.26,522.4,1
2,131,-0.0001,0.0001,100.0,1587.61,1394.26,554.88,47.36,522.37,1
2,132,0.0002,0.0006,100.0,1586.66,1398.78,554.4,47.12,522.25,1
